Year/Month/Date,Hour,Discharge
14/02/2017,12,3.31
14/02/2017,13,3.31
14/02/2017,14,3.31
14/02/2017,15,3.31
14/02/2017,16,3.31
14/02/2017,17,3.31
14/02/2017,18,3.31
14/02/2017,19,3.31
14/02/2017,20,3.31
14/02/2017,21,3.31
14/02/2017,22,3.31
14/02/2017,23,3.31
15/02/2017,0,3.31
15/02/2017,1,3.31
15/02/2017,2,3.31
15/02/2017,3,3.31
15/02/2017,4,3.31
15/02/2017,5,3.31
15/02/2017,6,3.31
15/02/2017,7,3.31
15/02/2017,8,3.31
15/02/2017,9,3.31
15/02/2017,10,3.31
15/02/2017,11,3.31
15/02/2017,12,3.31
15/02/2017,13,3.31
15/02/2017,14,3.31
15/02/2017,15,3.31
15/02/2017,16,3.31
15/02/2017,17,3.31
15/02/2017,18,3.31
15/02/2017,19,3.31
15/02/2017,20,3.31
15/02/2017,21,3.31
15/02/2017,22,3.31
15/02/2017,23,3.31
16/02/2017,0,3.31
16/02/2017,1,3.31
16/02/2017,2,3.31
16/02/2017,3,3.31
16/02/2017,4,3.31
16/02/2017,5,3.31
16/02/2017,6,3.31
16/02/2017,7,3.31
16/02/2017,8,3.31
16/02/2017,9,3.31
16/02/2017,10,3.31
16/02/2017,11,3.31
16/02/2017,12,3.31
16/02/2017,13,3.31
16/02/2017,14,3.31
16/02/2017,15,3.31
16/02/2017,16,3.31
16/02/2017,17,3.31
16/02/2017,18,3.31
16/02/2017,19,3.31
16/02/2017,20,3.31
16/02/2017,21,3.31
16/02/2017,22,3.31
16/02/2017,23,3.31
17/02/2017,0,3.31
17/02/2017,1,3.31
17/02/2017,2,3.31
17/02/2017,3,3.31
17/02/2017,4,3.31
17/02/2017,5,3.31
17/02/2017,6,3.31
17/02/2017,7,3.31
17/02/2017,8,3.31
17/02/2017,9,3.31
17/02/2017,10,3.31
17/02/2017,11,3.31
17/02/2017,12,3.31
17/02/2017,13,3.31
17/02/2017,14,3.31
17/02/2017,15,3.56
17/02/2017,16,3.56
17/02/2017,17,3.56
17/02/2017,18,3.56
17/02/2017,19,3.56
17/02/2017,20,3.56
17/02/2017,21,3.56
17/02/2017,22,3.56
17/02/2017,23,3.56
18/02/2017,0,3.56
18/02/2017,1,3.31
18/02/2017,2,3.31
18/02/2017,3,3.31
18/02/2017,4,3.31
18/02/2017,5,3.31
18/02/2017,6,3.31
18/02/2017,7,3.31
18/02/2017,8,3.31
18/02/2017,9,3.31
18/02/2017,10,3.31
18/02/2017,11,3.31
18/02/2017,12,3.31
18/02/2017,13,3.31
18/02/2017,14,3.31
18/02/2017,15,3.31
18/02/2017,16,3.31
18/02/2017,17,3.31
18/02/2017,18,3.31
18/02/2017,19,3.31
18/02/2017,20,3.31
18/02/2017,21,3.31
18/02/2017,22,3.31
18/02/2017,23,3.31
19/02/2017,0,3.31
19/02/2017,1,3.31
19/02/2017,2,3.31
19/02/2017,3,3.31
19/02/2017,4,3.31
19/02/2017,5,3.31
19/02/2017,6,3.31
19/02/2017,7,3.31
19/02/2017,8,3.31
19/02/2017,9,3.31
19/02/2017,10,3.31
19/02/2017,11,3.31
19/02/2017,12,3.31
19/02/2017,13,3.31
19/02/2017,14,3.31
19/02/2017,15,3.31
19/02/2017,16,3.31
19/02/2017,17,3.31
19/02/2017,18,3.31
19/02/2017,19,3.31
19/02/2017,20,3.31
19/02/2017,21,3.31
19/02/2017,22,3.31
19/02/2017,23,3.31
20/02/2017,0,3.31
20/02/2017,1,3.31
20/02/2017,2,3.31
20/02/2017,3,3.31
20/02/2017,4,3.31
20/02/2017,5,3.31
20/02/2017,6,3.31
20/02/2017,7,3.31
20/02/2017,8,3.31
20/02/2017,9,3.31
20/02/2017,10,3.31
20/02/2017,11,3.31
20/02/2017,12,3.31
20/02/2017,13,3.31
20/02/2017,14,3.31
20/02/2017,15,3.31
20/02/2017,16,3.56
20/02/2017,17,3.31
20/02/2017,18,3.56
20/02/2017,19,3.31
20/02/2017,20,3.31
20/02/2017,21,3.31
20/02/2017,22,3.31
20/02/2017,23,3.31
21/02/2017,0,3.31
21/02/2017,1,3.31
21/02/2017,2,3.31
21/02/2017,3,3.31
21/02/2017,4,3.31
21/02/2017,5,3.31
21/02/2017,6,3.31
21/02/2017,7,3.31
21/02/2017,8,3.31
21/02/2017,9,3.31
21/02/2017,10,3.31
21/02/2017,11,3.31
21/02/2017,12,3.31
21/02/2017,13,3.31
21/02/2017,14,3.31
21/02/2017,15,3.31
21/02/2017,16,3.31
21/02/2017,17,3.31
21/02/2017,18,3.31
21/02/2017,19,3.31
21/02/2017,20,3.31
21/02/2017,21,3.31
21/02/2017,22,3.31
21/02/2017,23,3.31
22/02/2017,0,3.31
22/02/2017,1,3.31
22/02/2017,2,3.31
22/02/2017,3,3.31
22/02/2017,4,3.31
22/02/2017,5,3.31
22/02/2017,6,3.31
22/02/2017,7,3.31
22/02/2017,8,3.31
22/02/2017,9,3.31
22/02/2017,10,3.31
22/02/2017,11,3.31
22/02/2017,12,3.31
22/02/2017,13,3.31
22/02/2017,14,3.31
22/02/2017,15,3.31
22/02/2017,16,3.31
22/02/2017,17,3.31
22/02/2017,18,3.31
22/02/2017,19,3.31
22/02/2017,20,3.31
22/02/2017,21,3.31
22/02/2017,22,3.31
22/02/2017,23,3.31
23/02/2017,0,3.31
23/02/2017,1,3.31
23/02/2017,2,3.31
23/02/2017,3,3.31
23/02/2017,4,3.31
23/02/2017,5,3.31
23/02/2017,6,3.31
23/02/2017,7,3.31
23/02/2017,8,3.31
23/02/2017,9,3.31
23/02/2017,10,3.31
23/02/2017,11,3.56
23/02/2017,12,3.56
23/02/2017,13,3.56
23/02/2017,14,3.56
23/02/2017,15,3.56
23/02/2017,16,3.56
23/02/2017,17,3.56
23/02/2017,18,3.31
23/02/2017,19,3.31
23/02/2017,20,3.31
23/02/2017,21,3.31
23/02/2017,22,3.31
23/02/2017,23,3.31
24/02/2017,0,3.31
24/02/2017,1,3.31
24/02/2017,2,3.31
24/02/2017,3,3.31
24/02/2017,4,3.31
24/02/2017,5,3.31
24/02/2017,6,3.31
24/02/2017,7,3.31
24/02/2017,8,3.31
24/02/2017,9,3.31
24/02/2017,10,3.31
24/02/2017,11,3.31
24/02/2017,12,3.31
24/02/2017,13,3.31
24/02/2017,14,3.31
24/02/2017,15,3.31
24/02/2017,16,3.31
24/02/2017,17,3.31
24/02/2017,18,3.31
24/02/2017,19,3.31
24/02/2017,20,3.31
24/02/2017,21,3.31
24/02/2017,22,3.31
24/02/2017,23,3.31
25/02/2017,0,3.31
25/02/2017,1,3.31
25/02/2017,2,3.31
25/02/2017,3,3.31
25/02/2017,4,3.31
25/02/2017,5,3.31
25/02/2017,6,3.31
25/02/2017,7,3.31
25/02/2017,8,3.31
25/02/2017,9,3.31
25/02/2017,10,3.31
25/02/2017,11,3.31
25/02/2017,12,3.31
25/02/2017,13,3.31
25/02/2017,14,3.31
25/02/2017,15,3.31
25/02/2017,16,3.31
25/02/2017,17,3.31
25/02/2017,18,3.31
25/02/2017,19,3.31
25/02/2017,20,3.31
25/02/2017,21,3.31
25/02/2017,22,3.31
25/02/2017,23,3.31
26/02/2017,0,3.31
26/02/2017,1,3.31
26/02/2017,2,3.31
26/02/2017,3,3.31
26/02/2017,4,3.31
26/02/2017,5,3.31
26/02/2017,6,3.31
26/02/2017,7,3.31
26/02/2017,8,3.31
26/02/2017,9,3.31
26/02/2017,10,3.31
26/02/2017,11,3.09
26/02/2017,12,3.31
26/02/2017,13,3.31
26/02/2017,14,3.31
26/02/2017,15,3.31
26/02/2017,16,3.31
26/02/2017,17,3.31
26/02/2017,18,3.31
26/02/2017,19,3.31
26/02/2017,20,3.31
26/02/2017,21,3.31
26/02/2017,22,3.31
26/02/2017,23,3.31
27/02/2017,0,3.09
27/02/2017,1,3.31
27/02/2017,2,3.31
27/02/2017,3,3.31
27/02/2017,4,3.31
27/02/2017,5,3.31
27/02/2017,6,3.31
27/02/2017,7,3.09
27/02/2017,8,3.09
27/02/2017,9,3.09
27/02/2017,10,3.09
27/02/2017,11,3.09
27/02/2017,12,3.09
27/02/2017,13,3.09
27/02/2017,14,3.09
27/02/2017,15,3.09
27/02/2017,16,3.09
27/02/2017,17,3.09
27/02/2017,18,3.09
27/02/2017,19,3.09
27/02/2017,20,3.09
27/02/2017,21,3.09
27/02/2017,22,3.09
27/02/2017,23,3.09
28/02/2017,0,3.09
28/02/2017,1,3.09
28/02/2017,2,3.09
28/02/2017,3,3.09
28/02/2017,4,3.09
28/02/2017,5,3.09
28/02/2017,6,3.09
28/02/2017,7,3.09
28/02/2017,8,3.09
28/02/2017,9,3.09
28/02/2017,10,3.09
28/02/2017,11,3.09
28/02/2017,12,3.09
28/02/2017,13,3.09
28/02/2017,14,3.09
28/02/2017,15,3.09
28/02/2017,16,3.09
28/02/2017,17,3.09
28/02/2017,18,3.09
28/02/2017,19,3.09
28/02/2017,20,3.09
28/02/2017,21,3.09
28/02/2017,22,3.09
28/02/2017,23,3.09
01/03/2017,0,3.09
01/03/2017,1,3.09
01/03/2017,2,3.09
01/03/2017,3,3.09
01/03/2017,4,3.09
01/03/2017,5,3.09
01/03/2017,6,3.09
01/03/2017,7,3.09
01/03/2017,8,3.09
01/03/2017,9,3.09
01/03/2017,10,3.09
01/03/2017,11,3.09
01/03/2017,12,3.09
01/03/2017,13,3.09
01/03/2017,14,3.09
01/03/2017,15,3.09
01/03/2017,16,3.09
01/03/2017,17,3.09
01/03/2017,18,3.09
01/03/2017,19,3.09
01/03/2017,20,3.09
01/03/2017,21,3.09
01/03/2017,22,3.09
01/03/2017,23,3.09
02/03/2017,0,3.09
02/03/2017,1,3.09
02/03/2017,2,3.09
02/03/2017,3,3.09
02/03/2017,4,3.09
02/03/2017,5,3.09
02/03/2017,6,3.09
02/03/2017,7,3.09
02/03/2017,8,3.09
02/03/2017,9,3.09
02/03/2017,10,3.09
02/03/2017,11,3.09
02/03/2017,12,3.09
02/03/2017,13,3.09
02/03/2017,14,3.09
02/03/2017,15,3.09
02/03/2017,16,3.09
02/03/2017,17,3.09
02/03/2017,18,3.09
02/03/2017,19,3.09
02/03/2017,20,3.09
02/03/2017,21,3.09
02/03/2017,22,3.09
02/03/2017,23,3.09
03/03/2017,0,3.09
03/03/2017,1,3.09
03/03/2017,2,3.09
03/03/2017,3,3.09
03/03/2017,4,3.09
03/03/2017,5,3.09
03/03/2017,6,3.09
03/03/2017,7,3.09
03/03/2017,8,3.09
03/03/2017,9,3.09
03/03/2017,10,3.09
03/03/2017,11,3.09
03/03/2017,12,3.09
03/03/2017,13,3.09
03/03/2017,14,3.09
03/03/2017,15,3.09
03/03/2017,16,3.09
03/03/2017,17,3.09
03/03/2017,18,3.09
03/03/2017,19,3.09
03/03/2017,20,3.09
03/03/2017,21,3.09
03/03/2017,22,3.09
03/03/2017,23,3.09
04/03/2017,0,3.09
04/03/2017,1,3.09
04/03/2017,2,3.09
04/03/2017,3,3.09
04/03/2017,4,3.09
04/03/2017,5,3.09
04/03/2017,6,3.09
04/03/2017,7,3.09
04/03/2017,8,3.09
04/03/2017,9,3.09
04/03/2017,10,3.09
04/03/2017,11,3.09
04/03/2017,12,3.09
04/03/2017,13,3.09
04/03/2017,14,3.09
04/03/2017,15,3.09
04/03/2017,16,3.09
04/03/2017,17,3.09
04/03/2017,18,3.09
04/03/2017,19,3.09
04/03/2017,20,3.09
04/03/2017,21,3.09
04/03/2017,22,3.09
04/03/2017,23,3.09
05/03/2017,0,3.09
05/03/2017,1,3.09
05/03/2017,2,3.09
05/03/2017,3,3.09
05/03/2017,4,3.09
05/03/2017,5,3.09
05/03/2017,6,3.09
05/03/2017,7,3.09
05/03/2017,8,3.09
05/03/2017,9,3.09
05/03/2017,10,3.09
05/03/2017,11,3.09
05/03/2017,12,3.09
05/03/2017,13,3.09
05/03/2017,14,3.09
05/03/2017,15,3.09
05/03/2017,16,3.09
05/03/2017,17,3.09
05/03/2017,18,3.09
05/03/2017,19,3.09
05/03/2017,20,3.09
05/03/2017,21,3.09
05/03/2017,22,3.09
05/03/2017,23,3.09
06/03/2017,0,3.09
06/03/2017,1,3.09
06/03/2017,2,3.09
06/03/2017,3,3.09
06/03/2017,4,3.09
06/03/2017,5,3.09
06/03/2017,6,3.09
06/03/2017,7,3.09
06/03/2017,8,3.09
06/03/2017,9,3.09
06/03/2017,10,3.09
06/03/2017,11,3.09
06/03/2017,12,3.09
06/03/2017,13,3.09
06/03/2017,14,3.09
06/03/2017,15,3.09
06/03/2017,16,3.09
06/03/2017,17,3.09
06/03/2017,18,3.09
06/03/2017,19,3.09
06/03/2017,20,3.09
06/03/2017,21,3.09
06/03/2017,22,3.09
06/03/2017,23,3.09
07/03/2017,0,3.09
07/03/2017,1,3.09
07/03/2017,2,3.09
07/03/2017,3,3.09
07/03/2017,4,3.09
07/03/2017,5,3.09
07/03/2017,6,3.09
07/03/2017,7,3.09
07/03/2017,8,3.09
07/03/2017,9,3.09
07/03/2017,10,3.09
07/03/2017,11,3.09
07/03/2017,12,3.09
07/03/2017,13,3.09
07/03/2017,14,3.09
07/03/2017,15,3.09
07/03/2017,16,3.09
07/03/2017,17,3.09
07/03/2017,18,3.09
07/03/2017,19,3.09
07/03/2017,20,3.09
07/03/2017,21,3.09
07/03/2017,22,3.09
07/03/2017,23,3.09
08/03/2017,0,3.09
08/03/2017,1,3.09
08/03/2017,2,3.09
08/03/2017,3,3.09
08/03/2017,4,3.09
08/03/2017,5,3.09
08/03/2017,6,3.09
08/03/2017,7,3.09
08/03/2017,8,3.09
08/03/2017,9,3.09
08/03/2017,10,3.09
08/03/2017,11,3.09
08/03/2017,12,3.09
08/03/2017,13,3.09
08/03/2017,14,3.09
08/03/2017,15,3.09
08/03/2017,16,3.09
08/03/2017,17,3.09
08/03/2017,18,3.09
08/03/2017,19,3.09
08/03/2017,20,3.09
08/03/2017,21,3.09
08/03/2017,22,3.09
08/03/2017,23,3.09
09/03/2017,0,3.09
09/03/2017,1,3.09
09/03/2017,2,3.09
09/03/2017,3,3.09
09/03/2017,4,3.09
09/03/2017,5,3.09
09/03/2017,6,3.09
09/03/2017,7,3.09
09/03/2017,8,3.09
09/03/2017,9,3.09
09/03/2017,10,3.09
09/03/2017,11,3.09
09/03/2017,12,3.09
09/03/2017,13,3.09
09/03/2017,14,3.09
09/03/2017,15,3.09
09/03/2017,16,3.09
09/03/2017,17,3.09
09/03/2017,18,3.09
09/03/2017,19,3.09
09/03/2017,20,3.09
09/03/2017,21,3.09
09/03/2017,22,3.09
09/03/2017,23,3.09
10/03/2017,0,3.09
10/03/2017,1,3.09
10/03/2017,2,3.09
10/03/2017,3,3.09
10/03/2017,4,3.09
10/03/2017,5,3.09
10/03/2017,6,3.09
10/03/2017,7,3.09
10/03/2017,8,3.09
10/03/2017,9,3.09
10/03/2017,10,3.09
10/03/2017,11,3.09
10/03/2017,12,3.09
10/03/2017,13,3.09
10/03/2017,14,3.09
10/03/2017,15,3.09
10/03/2017,16,3.09
10/03/2017,17,3.09
10/03/2017,18,3.09
10/03/2017,19,3.09
10/03/2017,20,3.09
10/03/2017,21,3.09
10/03/2017,22,3.09
10/03/2017,23,3.09
11/03/2017,0,3.09
11/03/2017,1,3.09
11/03/2017,2,3.09
11/03/2017,3,3.09
11/03/2017,4,3.09
11/03/2017,5,3.09
11/03/2017,6,3.09
11/03/2017,7,3.09
11/03/2017,8,3.09
11/03/2017,9,3.09
11/03/2017,10,3.09
11/03/2017,11,3.09
11/03/2017,12,3.09
11/03/2017,13,3.09
11/03/2017,14,3.09
11/03/2017,15,2.91
11/03/2017,16,3.09
11/03/2017,17,3.09
11/03/2017,18,3.09
11/03/2017,19,3.09
11/03/2017,20,3.09
11/03/2017,21,3.09
11/03/2017,22,3.09
11/03/2017,23,3.09
12/03/2017,0,3.09
12/03/2017,1,3.09
12/03/2017,2,3.09
12/03/2017,3,3.09
12/03/2017,4,3.09
12/03/2017,5,3.09
12/03/2017,6,3.09
12/03/2017,7,3.09
12/03/2017,8,3.09
12/03/2017,9,3.09
12/03/2017,10,3.09
12/03/2017,11,2.91
12/03/2017,12,2.91
12/03/2017,13,3.09
12/03/2017,14,3.09
12/03/2017,15,3.09
12/03/2017,16,2.91
12/03/2017,17,3.09
12/03/2017,18,3.09
12/03/2017,19,3.09
12/03/2017,20,3.09
12/03/2017,21,3.09
12/03/2017,22,3.09
12/03/2017,23,3.09
13/03/2017,0,3.09
13/03/2017,1,3.09
13/03/2017,2,3.09
13/03/2017,3,3.09
13/03/2017,4,3.09
13/03/2017,5,3.09
13/03/2017,6,3.09
13/03/2017,7,3.09
13/03/2017,8,3.09
13/03/2017,9,3.09
13/03/2017,10,3.09
13/03/2017,11,3.09
13/03/2017,12,3.09
13/03/2017,13,3.09
13/03/2017,14,3.09
13/03/2017,15,3.09
13/03/2017,16,3.09
13/03/2017,17,3.09
13/03/2017,18,3.09
13/03/2017,19,3.09
13/03/2017,20,3.09
13/03/2017,21,3.09
13/03/2017,22,3.09
13/03/2017,23,3.09
14/03/2017,0,3.09
14/03/2017,1,3.09
14/03/2017,2,3.09
14/03/2017,3,3.09
14/03/2017,4,3.09
14/03/2017,5,3.09
14/03/2017,6,3.09
14/03/2017,7,3.09
14/03/2017,8,3.09
14/03/2017,9,3.09
14/03/2017,10,3.09
14/03/2017,11,3.09
14/03/2017,12,3.09
14/03/2017,13,3.09
14/03/2017,14,3.09
14/03/2017,15,2.91
14/03/2017,16,3.09
14/03/2017,17,3.09
14/03/2017,18,3.09
14/03/2017,19,3.09
14/03/2017,20,3.09
14/03/2017,21,3.09
14/03/2017,22,3.09
14/03/2017,23,3.09
15/03/2017,0,3.09
15/03/2017,1,3.09
15/03/2017,2,3.09
15/03/2017,3,3.09
15/03/2017,4,3.09
15/03/2017,5,3.09
15/03/2017,6,3.09
15/03/2017,7,2.91
15/03/2017,8,2.91
15/03/2017,9,2.91
15/03/2017,10,3.09
15/03/2017,11,3.09
15/03/2017,12,3.09
15/03/2017,13,3.09
15/03/2017,14,3.09
15/03/2017,15,2.91
15/03/2017,16,3.09
15/03/2017,17,2.91
15/03/2017,18,2.91
15/03/2017,19,2.91
15/03/2017,20,2.91
15/03/2017,21,2.91
15/03/2017,22,2.91
15/03/2017,23,2.91
16/03/2017,0,2.91
16/03/2017,1,2.91
16/03/2017,2,2.91
16/03/2017,3,2.91
16/03/2017,4,2.91
16/03/2017,5,2.91
16/03/2017,6,2.91
16/03/2017,7,2.91
16/03/2017,8,2.91
16/03/2017,9,2.91
16/03/2017,10,2.91
16/03/2017,11,2.91
16/03/2017,12,2.91
16/03/2017,13,2.91
16/03/2017,14,2.91
16/03/2017,15,2.91
16/03/2017,16,2.91
16/03/2017,17,2.91
16/03/2017,18,2.91
16/03/2017,19,2.91
16/03/2017,20,2.91
16/03/2017,21,2.91
16/03/2017,22,2.91
16/03/2017,23,2.91
17/03/2017,0,2.91
17/03/2017,1,2.91
17/03/2017,2,2.91
17/03/2017,3,2.91
17/03/2017,4,2.91
17/03/2017,5,2.91
17/03/2017,6,2.91
17/03/2017,7,2.91
17/03/2017,8,2.91
17/03/2017,9,2.91
17/03/2017,10,2.91
17/03/2017,11,2.91
17/03/2017,12,2.91
17/03/2017,13,2.91
17/03/2017,14,2.91
17/03/2017,15,2.91
17/03/2017,16,2.91
17/03/2017,17,2.91
17/03/2017,18,2.91
17/03/2017,19,2.91
17/03/2017,20,2.91
17/03/2017,21,2.91
17/03/2017,22,2.91
17/03/2017,23,2.91
18/03/2017,0,2.91
18/03/2017,1,2.91
18/03/2017,2,2.91
18/03/2017,3,2.91
18/03/2017,4,2.91
18/03/2017,5,2.91
18/03/2017,6,2.91
18/03/2017,7,2.91
18/03/2017,8,2.91
18/03/2017,9,2.91
18/03/2017,10,2.91
18/03/2017,11,2.91
18/03/2017,12,2.91
18/03/2017,13,2.91
18/03/2017,14,2.91
18/03/2017,15,2.91
18/03/2017,16,2.91
18/03/2017,17,2.91
18/03/2017,18,2.91
18/03/2017,19,2.91
18/03/2017,20,2.91
18/03/2017,21,2.91
18/03/2017,22,2.91
18/03/2017,23,2.91
19/03/2017,0,2.91
19/03/2017,1,2.91
19/03/2017,2,2.91
19/03/2017,3,2.91
19/03/2017,4,2.91
19/03/2017,5,2.91
19/03/2017,6,2.91
19/03/2017,7,2.91
19/03/2017,8,2.91
19/03/2017,9,2.91
19/03/2017,10,2.91
19/03/2017,11,2.91
19/03/2017,12,2.91
19/03/2017,13,2.91
19/03/2017,14,2.91
19/03/2017,15,2.91
19/03/2017,16,2.91
19/03/2017,17,2.91
19/03/2017,18,2.91
19/03/2017,19,2.91
19/03/2017,20,2.91
19/03/2017,21,2.91
19/03/2017,22,2.91
19/03/2017,23,2.91
20/03/2017,0,2.91
20/03/2017,1,2.91
20/03/2017,2,2.91
20/03/2017,3,2.91
20/03/2017,4,2.91
20/03/2017,5,2.91
20/03/2017,6,2.91
20/03/2017,7,2.91
20/03/2017,8,2.91
20/03/2017,9,2.91
20/03/2017,10,2.91
20/03/2017,11,2.91
20/03/2017,12,2.91
20/03/2017,13,2.91
20/03/2017,14,2.91
20/03/2017,15,2.91
20/03/2017,16,2.91
20/03/2017,17,2.91
20/03/2017,18,2.91
20/03/2017,19,2.91
20/03/2017,20,2.91
20/03/2017,21,2.91
20/03/2017,22,2.91
20/03/2017,23,2.91
21/03/2017,0,2.91
21/03/2017,1,2.91
21/03/2017,2,2.91
21/03/2017,3,2.91
21/03/2017,4,2.91
21/03/2017,5,2.91
21/03/2017,6,2.91
21/03/2017,7,2.91
21/03/2017,8,2.91
21/03/2017,9,2.91
21/03/2017,10,2.91
21/03/2017,11,2.91
21/03/2017,12,2.91
21/03/2017,13,2.91
21/03/2017,14,2.91
21/03/2017,15,2.91
21/03/2017,16,2.91
21/03/2017,17,2.91
21/03/2017,18,2.91
21/03/2017,19,2.91
21/03/2017,20,2.91
21/03/2017,21,2.91
21/03/2017,22,2.91
21/03/2017,23,2.91
22/03/2017,0,2.91
22/03/2017,1,2.91
22/03/2017,2,2.91
22/03/2017,3,2.91
22/03/2017,4,2.91
22/03/2017,5,2.91
22/03/2017,6,2.91
22/03/2017,7,2.91
22/03/2017,8,2.91
22/03/2017,9,2.91
22/03/2017,10,2.91
22/03/2017,11,2.91
22/03/2017,12,2.91
22/03/2017,13,2.91
22/03/2017,14,2.91
22/03/2017,15,2.91
22/03/2017,16,2.91
22/03/2017,17,2.91
22/03/2017,18,2.91
22/03/2017,19,2.91
22/03/2017,20,2.91
22/03/2017,21,2.91
22/03/2017,22,2.91
22/03/2017,23,2.91
23/03/2017,0,2.91
23/03/2017,1,2.91
23/03/2017,2,2.91
23/03/2017,3,2.91
23/03/2017,4,2.91
23/03/2017,5,2.91
23/03/2017,6,2.91
23/03/2017,7,2.91
23/03/2017,8,2.91
23/03/2017,9,2.91
23/03/2017,10,2.91
23/03/2017,11,2.91
23/03/2017,12,2.91
23/03/2017,13,2.91
23/03/2017,14,2.91
23/03/2017,15,2.91
23/03/2017,16,2.91
23/03/2017,17,2.91
23/03/2017,18,2.91
23/03/2017,19,2.91
23/03/2017,20,2.91
23/03/2017,21,2.91
23/03/2017,22,2.91
23/03/2017,23,2.91
24/03/2017,0,2.91
24/03/2017,1,2.91
24/03/2017,2,2.91
24/03/2017,3,2.91
24/03/2017,4,2.91
24/03/2017,5,2.91
24/03/2017,6,2.91
24/03/2017,7,2.91
24/03/2017,8,2.91
24/03/2017,9,2.91
24/03/2017,10,2.91
24/03/2017,11,2.91
24/03/2017,12,2.91
24/03/2017,13,2.91
24/03/2017,14,2.91
24/03/2017,15,2.91
24/03/2017,16,2.91
24/03/2017,17,2.91
24/03/2017,18,2.91
24/03/2017,19,2.91
24/03/2017,20,2.91
24/03/2017,21,2.91
24/03/2017,22,2.91
24/03/2017,23,2.91
25/03/2017,0,2.91
25/03/2017,1,2.91
25/03/2017,2,2.91
25/03/2017,3,2.91
25/03/2017,4,2.91
25/03/2017,5,2.91
25/03/2017,6,2.91
25/03/2017,7,2.91
25/03/2017,8,2.91
25/03/2017,9,2.91
25/03/2017,10,2.91
25/03/2017,11,2.91
25/03/2017,12,2.91
25/03/2017,13,2.91
25/03/2017,14,2.91
25/03/2017,15,2.91
25/03/2017,16,2.91
25/03/2017,17,2.91
25/03/2017,18,2.91
25/03/2017,19,2.91
25/03/2017,20,2.91
25/03/2017,21,2.91
25/03/2017,22,2.91
25/03/2017,23,2.91
26/03/2017,0,2.91
26/03/2017,1,2.91
26/03/2017,2,2.91
26/03/2017,3,2.91
26/03/2017,4,2.91
26/03/2017,5,2.91
26/03/2017,6,2.91
26/03/2017,7,2.91
26/03/2017,8,2.91
26/03/2017,9,2.91
26/03/2017,10,2.91
26/03/2017,11,2.91
26/03/2017,12,2.91
26/03/2017,13,2.91
26/03/2017,14,2.91
26/03/2017,15,2.91
26/03/2017,16,2.91
26/03/2017,17,2.91
26/03/2017,18,2.91
26/03/2017,19,2.91
26/03/2017,20,2.91
26/03/2017,21,2.91
26/03/2017,22,2.91
26/03/2017,23,2.91
27/03/2017,0,2.91
27/03/2017,1,2.91
27/03/2017,2,2.91
27/03/2017,3,2.91
27/03/2017,4,2.91
27/03/2017,5,2.91
27/03/2017,6,2.91
27/03/2017,7,2.91
27/03/2017,8,2.91
27/03/2017,9,2.91
27/03/2017,10,2.91
27/03/2017,11,2.91
27/03/2017,12,2.91
27/03/2017,13,2.91
27/03/2017,14,2.91
27/03/2017,15,2.91
27/03/2017,16,2.91
27/03/2017,17,2.91
27/03/2017,18,2.91
27/03/2017,19,2.91
27/03/2017,20,2.91
27/03/2017,21,2.91
27/03/2017,22,2.91
27/03/2017,23,2.91
28/03/2017,0,2.91
28/03/2017,1,2.91
28/03/2017,2,2.91
28/03/2017,3,2.91
28/03/2017,4,2.91
28/03/2017,5,2.91
28/03/2017,6,2.91
28/03/2017,7,2.91
28/03/2017,8,2.91
28/03/2017,9,2.91
28/03/2017,10,2.91
28/03/2017,11,2.91
28/03/2017,12,2.91
28/03/2017,13,2.91
28/03/2017,14,2.91
28/03/2017,15,2.91
28/03/2017,16,2.91
28/03/2017,17,2.91
28/03/2017,18,2.91
28/03/2017,19,2.91
28/03/2017,20,2.91
28/03/2017,21,2.91
28/03/2017,22,2.91
28/03/2017,23,2.91
29/03/2017,0,2.91
29/03/2017,1,2.91
29/03/2017,2,2.91
29/03/2017,3,2.91
29/03/2017,4,2.91
29/03/2017,5,2.91
29/03/2017,6,2.91
29/03/2017,7,2.91
29/03/2017,8,2.91
29/03/2017,9,2.91
29/03/2017,10,2.91
29/03/2017,11,2.91
29/03/2017,12,2.91
29/03/2017,13,2.91
29/03/2017,14,2.91
29/03/2017,15,2.91
29/03/2017,16,2.91
29/03/2017,17,2.91
29/03/2017,18,2.91
29/03/2017,19,2.91
29/03/2017,20,2.91
29/03/2017,21,2.91
29/03/2017,22,2.91
29/03/2017,23,2.91
30/03/2017,0,2.91
30/03/2017,1,2.91
30/03/2017,2,2.91
30/03/2017,3,2.91
30/03/2017,4,2.91
30/03/2017,5,2.91
30/03/2017,6,2.91
30/03/2017,7,2.91
30/03/2017,8,2.91
30/03/2017,9,2.91
30/03/2017,10,2.91
30/03/2017,11,2.91
30/03/2017,12,2.91
30/03/2017,13,2.91
30/03/2017,14,2.91
30/03/2017,15,2.91
30/03/2017,16,2.91
30/03/2017,17,2.91
30/03/2017,18,2.91
30/03/2017,19,2.91
30/03/2017,20,2.91
30/03/2017,21,2.91
30/03/2017,22,2.91
30/03/2017,23,2.91
31/03/2017,0,2.91
31/03/2017,1,2.91
31/03/2017,2,2.91
31/03/2017,3,2.91
31/03/2017,4,2.91
31/03/2017,5,2.91
31/03/2017,6,2.91
